index,row,column,x,y,width,height,icon_key,name,group,shared,usage_count,art_source,sha256_rgba
48,4,8,1024,512,128,128,item.sunflare_bloom,Sunflare Bloom,resources.plant,False,1,generated botanical family,5b2b137e86344e8d4bf2980a73880821f02d3084c3ac5eab0a2ec2f3b76c6d3a
49,4,9,1152,512,128,128,item.nether_bramble,Nether Bramble,resources.plant,False,1,generated botanical family,43429c82ec97c885b3f38111fa67e5e6d4174bfecddbc7382ab6b6fe9debdb39
50,5,0,0,640,128,128,item.stormsage,Stormsage,resources.plant,False,1,generated botanical family,d4e4767fbbe9eba31103ce0ceb5e570d0a40e0291e1d69d1c88ddd1da08ddcc4
51,5,1,128,640,128,128,item.royal_thyme,Royal Thyme,resources.plant,False,1,generated botanical family,7c451243d794690deccd26a0d7d5f7b26e82c8f0478188d226e038677786865c
52,5,2,256,640,128,128,item.eternal_orchid,Eternal Orchid,resources.plant,False,1,generated botanical family,ac8998dcfe1c08c11fc67a2521bc4c4297176d921b3f83ee012f9de61e4161f4
53,5,3,384,640,128,128,item.astral_bloom,Astral Bloom,resources.plant,False,1,generated botanical family,e4c21cb7d89e0bc7cc082db07a298854f588f885d6ca6de06fc29cb5bc4748e9
54,5,4,512,640,128,128,item.graviweed,Graviweed,resources.plant,False,1,generated botanical family,a29d80576d5f0212383ff81253586424c47aeec513f82b25fa4ce956de628d77
55,5,5,640,640,128,128,item.frostmint,Frostmint,resources.plant,False,1,generated botanical family,e27591c6553fda82a1113425f94af8f61d3f7827f137ae5f4d1a0efc483690f7
56,5,6,768,640,128,128,item.duskleaf,Duskleaf,resources.plant,False,1,generated botanical family,51a8b0d7681a85d893597cca331072308bab23c18e5b347dca0bd1b946585abf
57,5,7,896,640,128,128,item.titanfern,Titanfern,resources.plant,False,1,generated botanical family,fb9f82fee6d8e5590b9109c6a21a1547359870130187c491873edfaccb6e991f
58,5,8,1024,640,128,128,item.skyblossom,Skyblossom,resources.plant,False,1,generated botanical family,da750d20e2bfaf4c9a02d50c202edd110caad0ad2e3cab1c7fed8d6a35639408
59,5,9,1152,640,128,128,item.emberroot,Emberroot,resources.plant,False,1,generated botanical family,d97b570a194b5868a7493d518f527b79d4c6c3017443c5e0d6b411a8340e84a7
60,6,0,0,768,128,128,item.soulsprig,Soulsprig,resources.plant,False,1,generated botanical family,2455c23a5a273bd0487acc2bb72d46b96242c8bd6babdf6a8704908e6c7b4d13
61,6,1,128,768,128,128,item.chrono_sage,Chrono Sage,resources.plant,False,1,generated botanical family,d4a00c2e2749a1e052c2bbc5c80d4e3f62974f03894398da608f9a94978a927d
62,6,2,256,768,128,128,item.worldseed,Worldseed,resources.plant,False,1,generated botanical family,193fa41588c51a051f9f42979af783a5fc59017f7a9d950a299a44e54fc39831
63,6,3,384,768,128,128,item.nullpetal,Nullpetal,resources.plant,False,1,generated botanical family,2d3241b21fad255f53bd2283cb1abf3e1b54bac443bd676a62509750192eec41
64,6,4,512,768,128,128,item.brinesage,Brinesage,resources.plant,False,1,generated botanical family,e6c769f004ad1c1f04708dbb7869c592598f195fff59ba5a0ac03507371c6f58
65,6,5,640,768,128,128,item.cinder_lily,Cinder Lily,resources.plant,False,1,generated botanical family,a659fd6b17a4c67a653bbccaf2a97f42215a400c186b89c8ce903838c585c78e
66,6,6,768,768,128,128,item.frostweald,Frostweald,resources.plant,False,1,generated botanical family,5eec1a230578361331011602817dda6a549ee6c61b59f36cafd2a0d4a2d6c4f9
67,6,7,896,768,128,128,item.genesis_bloom,Genesis Bloom,resources.plant,False,1,generated botanical family,ac96c0d7363a9fd09be86776d83253c9769a9c4d1e410b62cf8e15001eb0b74e
68,6,8,1024,768,128,128,item.cotton,Cotton,resources.fiber,False,1,generated raw-fibre family,a4717a2d8cff4cd2e79d935e39f35638928c129c33f4a28a5ae51e6798d74ae8
69,6,9,1152,768,128,128,item.flax,Flax,resources.fiber,False,1,generated raw-fibre family,4f71dfcf8d695628aaf5d7b40f2c20d4544b963a3395667ce4e34dc14df310c4
70,7,0,0,896,128,128,item.wool,Wool,resources.fiber,False,1,generated raw-fibre family,ab169e1468a14d917ad1a8eaeb5175454590d6095e4acc8365838634c21d8429
71,7,1,128,896,128,128,item.silk,Silk,resources.fiber,False,1,generated raw-fibre family,cfb740122476652326e44c932c7932c98dd066a91e4411fcd8737cfeec68089c
72,7,2,256,896,128,128,item.mythril_silk,Mythril Silk,resources.fiber,False,1,generated raw-fibre family,593e336d97331b800f15e8710a4603c82fe331a8b8137f662ff381e1bab7a14e
73,7,3,384,896,128,128,item.starweave,Starweave,resources.fiber,False,1,generated raw-fibre family,0a9e1acaf0a83e8d3f9250ef2f6da6211d1ccfecdf4177fb48f368cf2cdb1115
74,7,4,512,896,128,128,item.shadowweave,Shadowweave,resources.fiber,False,1,generated raw-fibre family,026e8f3b74f441b3fc13973365688edfa69b822d7a6590ce0552724270dae8f9
75,7,5,640,896,128,128,item.runic_thread,Runic Thread,resources.fiber,False,1,generated raw-fibre family,94a1dcdcbe5a44acc3b55a0d1f8b2eb7305d5f89660d4a683b4dcb28b8d442e8
76,7,6,768,896,128,128,item.dragonscale_silk,Dragonscale Silk,resources.fiber,False,1,generated raw-fibre family,8a8a3e2924d11620f9c2f26a41b790323c64122060181e6a57f490b68db60294
77,7,7,896,896,128,128,item.aether_silk,Aether Silk,resources.fiber,False,1,generated raw-fibre family,7cdecb7ab4a50c1aced853290d2676e559c2bbafa63ec60bee40edeff4535d6c
78,7,8,1024,896,128,128,item.void_thread,Void Thread,resources.fiber,False,1,generated raw-fibre family,4ee1fb71ee922577aee70b37be720cb364e45de42ffcf2399fa31e89ea98cf42
79,7,9,1152,896,128,128,item.celestial_silk,Celestial Silk,resources.fiber,False,1,generated raw-fibre family,12fdc9152f23ba996bf772d74e4dbd78a2b6c869c84f2d65de56e66238a1da39
80,8,0,0,1024,128,128,item.bloodweave,Bloodweave,resources.fiber,False,1,generated raw-fibre family,6560cdc676d1757ce0cd1f929710c95852f1bd5eece2461294821b0bb44308c2
81,8,1,128,1024,128,128,item.moonsilk,Moonsilk,resources.fiber,False,1,generated raw-fibre family,99a350159b29234f86a72edfc53a4312a621a6b95d6ad5d8d5a72481970bb794
82,8,2,256,1024,128,128,item.sunweave,Sunweave,resources.fiber,False,1,generated raw-fibre family,5cd11eb7ea4bcc6bdfbd473b30a741b35aedc110b7f0c2ab66d82b1308bac907
83,8,3,384,1024,128,128,item.netherweave,Netherweave,resources.fiber,False,1,generated raw-fibre family,66497d5c9be43db689c0165292f728d379b885004cc90b404deac3a529d46f89
84,8,4,512,1024,128,128,item.stormsilk,Stormsilk,resources.fiber,False,1,generated raw-fibre family,f46c7342cc23f52e3b67623a9c8a1433bee61f4092745755b579f312e24380b1
85,8,5,640,1024,128,128,item.regal_silk,Regal Silk,resources.fiber,False,1,generated raw-fibre family,ac29ebbcb1ec5434a7d85b6765703598983cfb11ee48634ac60eb9fda8d29429
86,8,6,768,1024,128,128,item.eternal_weave,Eternal Weave,resources.fiber,False,1,generated raw-fibre family,338e8b18ec628031892356e037339d32f8e51717e71271e8740d71243e23bf82
87,8,7,896,1024,128,128,item.astral_silk,Astral Silk,resources.fiber,False,1,generated raw-fibre family,c37441d58bcdb789413de04285f11bb742b4cc01ea233a9dac1991a965799d8b
88,8,8,1024,1024,128,128,item.gravity_weave,Gravity Weave,resources.fiber,False,1,generated raw-fibre family,963ea666f57ab4bc9d66955ff11a63f178599373cbb201079015482116d3fa94
89,8,9,1152,1024,128,128,item.frostweave,Frostweave,resources.fiber,False,1,generated raw-fibre family,7cf8c9940c3ffbfb30b34e0c44a4d130a8676e5d0c3ae1b79e1c7500e7ab632c
90,9,0,0,1152,128,128,item.duskweave,Duskweave,resources.fiber,False,1,generated raw-fibre family,6f59030066aa617dd6b21991dcdafa7d7a492fa41022d3b51b5932bdf94188ce
91,9,1,128,1152,128,128,item.titanweave,Titanweave,resources.fiber,False,1,generated raw-fibre family,b594c55c6548f1aa008d76b2df770ba342d0a638d8e1d4c59b2f0d2d700f158c
92,9,2,256,1152,128,128,item.skysilk,Skysilk,resources.fiber,False,1,generated raw-fibre family,3fe2fb442729381b88ea7b93d44b2be230f2edbb361cdfb7f78d952a8feeee60
93,9,3,384,1152,128,128,item.emberweave,Emberweave,resources.fiber,False,1,generated raw-fibre family,dacb3590e5bc4a2a7533507e6c6215953b4ec76dd45cf2acc050c08f8dc1b4d1
94,9,4,512,1152,128,128,item.soulweave,Soulweave,resources.fiber,False,1,generated raw-fibre family,24c14fd7d5d65946bdfc3c956617ead04f50ff5ce3faca964f2a4cd225bb7218
95,9,5,640,1152,128,128,item.chronoweave,Chronoweave,resources.fiber,False,1,generated raw-fibre family,7480fbf4e02329c50ee407cba28b8e91a79ef4fd5195fc8aaf85b13feb36f395
96,9,6,768,1152,128,128,item.worldweave,Worldweave,resources.fiber,False,1,generated raw-fibre family,ed984c8c5718df990f1d042c10f8e86dcc252e42b7a043c19a98eab7b4da1974
97,9,7,896,1152,128,128,item.voidglass_silk,Voidglass Silk,resources.fiber,False,1,generated raw-fibre family,055823eac61354d1da19fdd5140411e331b07599f9f13f79675fda75f78b6e62
98,9,8,1024,1152,128,128,item.abyssal_silk,Abyssal Silk,resources.fiber,False,1,generated raw-fibre family,b8acb16b58dc2e699895ce409bdea284b5a83327357c2ce9d7219d4cc9c6112b
99,9,9,1152,1152,128,128,item.ashweave,Ashweave,resources.fiber,False,1,generated raw-fibre family,810a2e83bbe54425986cbb131a54bb4566ff2e5076f521abe09f2f1c2e7e75e8
100,10,0,0,1280,128,128,item.glacial_silk,Glacial Silk,resources.fiber,False,1,generated raw-fibre family,7294cf36e56b2998376fcbe2fce4dff9fa3a604c1d3249d4f28b7043b857adf3
101,10,1,128,1280,128,128,item.primordial_weave,Primordial Weave,resources.fiber,False,1,generated raw-fibre family,40bdc034523f09afaf06fdff01e8427fabaf0778cc19daf3b22f7706c99dd904
102,10,2,256,1280,128,128,item.cut_ruby,Cut Ruby,resources.cut_gem,False,1,generated cut-gem family,aead1307657cfa48dd0f51c0fa843b7de23c3b862a1cf2f4ba24065c54058bc8
103,10,3,384,1280,128,128,item.cut_garnet,Cut Garnet,resources.cut_gem,False,1,generated cut-gem family,4934c63235c3423ced5fc6e2092e2df2b2c2ad1937a3d72a33adb565abe0dc1e
104,10,4,512,1280,128,128,item.cut_amethyst,Cut Amethyst,resources.cut_gem,False,1,generated cut-gem family,e811065536fa11d01d49b2cc05b4f8f04799ea89bc2b0405110cd58e7443f59a
105,10,5,640,1280,128,128,item.cut_topaz,Cut Topaz,resources.cut_gem,False,1,generated cut-gem family,ad8c49f8ad84f5e4c79e4723ad91b0f17c4a39175a07f0aff2d5008a579e1526
106,10,6,768,1280,128,128,item.cut_peridot,Cut Peridot,resources.cut_gem,False,1,generated cut-gem family,5e5d959c2e599f0117067ef0477f277e8a53f6c2f3b6e323b8e8649fa092cc98
107,10,7,896,1280,128,128,item.cut_aquamarine,Cut Aquamarine,resources.cut_gem,False,1,generated cut-gem family,869ad37c6b6ffa59d2ad034018fda5fb5054d6150394a4a3fc058414622301fd
108,10,8,1024,1280,128,128,item.cut_onyx,Cut Onyx,resources.cut_gem,False,1,generated cut-gem family,aeda3aad630572d9156ce6ad186bacd5c3bc97c69602772da438495ded609a33
109,10,9,1152,1280,128,128,item.cut_jade,Cut Jade,resources.cut_gem,False,1,generated cut-gem family,906d155bc833121b7f44c82b89550eb2c5f3df6240a4810fe57e0457c28c01fe
110,11,0,0,1408,128,128,item.cut_sapphire,Cut Sapphire,resources.cut_gem,False,1,generated cut-gem family,bd5183ebd59e9a50082a4089be3e277be2e830140a2478245ab8ab53a7a5e209
111,11,1,128,1408,128,128,item.cut_opal,Cut Opal,resources.cut_gem,False,1,generated cut-gem family,5a0972505661d1563ab50877083679a76095434b9ca3eff5699156962a7deddd
112,11,2,256,1408,128,128,item.cut_alexandrite,Cut Alexandrite,resources.cut_gem,False,1,generated cut-gem family,a19a11616e9483788822e8184fd7c700a710b0cbf44ff669ee53f311e02de723
113,11,3,384,1408,128,128,item.cut_citrine,Cut Citrine,resources.cut_gem,False,1,generated cut-gem family,d4919a4a1e5650dbd42a5018f4b1a8f9217a81147a3dfd24015ba4b6c52f4a17
114,11,4,512,1408,128,128,item.cut_spinel,Cut Spinel,resources.cut_gem,False,1,generated cut-gem family,4b24e88335e63ec6a19174debd0df046399fffecacb420c2737e54e683c82c5d
115,11,5,640,1408,128,128,item.cut_moonstone,Cut Moonstone,resources.cut_gem,False,1,generated cut-gem family,9a488ba6bb7df1b9c60387c98695d8df9bdad16c9a21644c12de1daa55ec006b
116,11,6,768,1408,128,128,item.cut_sunstone,Cut Sunstone,resources.cut_gem,False,1,generated cut-gem family,885070dedb822005226b6f0b9a32046d5d47b000ade1857df1285edeee12929c
117,11,7,896,1408,128,128,item.cut_tanzanite,Cut Tanzanite,resources.cut_gem,False,1,generated cut-gem family,1522ccbb96a1b66f7f628a11bd72e65b7dc995f60f3e1ce32085ed8dc99990a4
118,11,8,1024,1408,128,128,item.cut_tourmaline,Cut Tourmaline,resources.cut_gem,False,1,generated cut-gem family,42e4fb2f3e96cd934df5fc3daa5669a10c7e8ffb6e46dee6041c5efba32f5f49
119,11,9,1152,1408,128,128,item.cut_zircon,Cut Zircon,resources.cut_gem,False,1,generated cut-gem family,0fc095d057c3e7012e5f0ded5185c43f51de291e4bec0a6c14793a135a14f643
120,12,0,0,1536,128,128,item.cut_lapis,Cut Lapis,resources.cut_gem,False,1,generated cut-gem family,5371f5b382f83808d2f7a916560fda6643f1a9be09fdfed238d4728411a30306
121,12,1,128,1536,128,128,item.cut_labradorite,Cut Labradorite,resources.cut_gem,False,1,generated cut-gem family,a0eab6cd6112e9e870310401f5dd1563dcf34694c4161678a957b0a727cdf98d
122,12,2,256,1536,128,128,item.cut_malachite,Cut Malachite,resources.cut_gem,False,1,generated cut-gem family,79a9b022c8c00f67dcf68b4d7e4c51ab8e5a44788ee27e7fdd473d28dd72e4fa
123,12,3,384,1536,128,128,item.cut_howlite,Cut Howlite,resources.cut_gem,False,1,generated cut-gem family,8b05abf06fc381f482addbfe64bca0acd1d35005b7f72aa1a8527b0a32c1b3ec
124,12,4,512,1536,128,128,item.cut_shadow_pearl,Cut Shadow Pearl,resources.cut_gem,False,1,generated cut-gem family,5ca4027d1921870d447e33baef18e7dc3341391721a335f63ac5918a195cf197
125,12,5,640,1536,128,128,item.cut_celestite,Cut Celestite,resources.cut_gem,False,1,generated cut-gem family,955bbffbccc15fdd943712060add6e504e918ea22061feaf41bb1b9b2c479bca
126,12,6,768,1536,128,128,item.cut_azurite,Cut Azurite,resources.cut_gem,False,1,generated cut-gem family,da23390cb33041448329ab686ff5524d75b0e67fec0c7adb3daf8cf74a8b7957
127,12,7,896,1536,128,128,item.cut_cinnabar,Cut Cinnabar,resources.cut_gem,False,1,generated cut-gem family,3bf4978578450a4b3cdee32f12cd53abc7815a55999204e141708e9cfb7e4d5c
128,12,8,1024,1536,128,128,item.cut_phantom_quartz,Cut Phantom Quartz,resources.cut_gem,False,1,generated cut-gem family,01727e5f8badf844840c6a80242bada6828a56d3e103df9a940664f88463b7d4
129,12,9,1152,1536,128,128,item.cut_sphene,Cut Sphene,resources.cut_gem,False,1,generated cut-gem family,63e5bb6fb5e0931f0bd1af6818c06bbc75c91362e67e82adaf2bc1e016ec6b67
130,13,0,0,1664,128,128,item.cut_heliodor,Cut Heliodor,resources.cut_gem,False,1,generated cut-gem family,f6a9edd03e776acfe551f9ff4f07fa9219c37168e20064110548220cf2462adb
131,13,1,128,1664,128,128,item.cut_void_crystal,Cut Void Crystal,resources.cut_gem,False,1,generated cut-gem family,6d092fb4171ccfb67eb87d87b2d828975886a4b39e47e621d80ef8f013c4ad0c
132,13,2,256,1664,128,128,item.cut_abyssal_pearl,Cut Abyssal Pearl,resources.cut_gem,False,1,generated cut-gem family,62da2655f1e9f75fdd1de1efc95a55ad3352636f45e341d460d74f1a9f854e13
133,13,3,384,1664,128,128,item.cut_pyrope,Cut Pyrope,resources.cut_gem,False,1,generated cut-gem family,549ab26663cea331c0f1f6449c36d68302e9abdf2643f0b14e33c996cbaced6f
134,13,4,512,1664,128,128,item.cut_glacial_diamond,Cut Glacial Diamond,resources.cut_gem,False,1,generated cut-gem family,31db0e3f1562272a04f72f13ec8a5c74044571e8c54e71c0cf884ddceddbe482
135,13,5,640,1664,128,128,item.cut_primordial_gem,Cut Primordial Gem,resources.cut_gem,False,1,generated cut-gem family,11be2b2cd53ccc56821596e516bc53d807d513ef748eb2e182fef316b7558f13
136,13,6,768,1664,128,128,item.copper_mana,Copper Mana,resources.mana,False,1,generated mana family,c7599ea3b1a2b8a5df0cb9c730fe4a128c5dc53f6d75f1b94a39bbc0e41140ed
137,13,7,896,1664,128,128,item.iron_mana,Iron Mana,resources.mana,False,1,generated mana family,b3855194a0a565d46a9075959e4a467a79b444cce164752d8c271e6fa0b6544a
138,13,8,1024,1664,128,128,item.silver_mana,Silver Mana,resources.mana,False,1,generated mana family,8478e8e513db6189ebe95b52f75a10899af8c1048d239ea141984d8e46d84aae
139,13,9,1152,1664,128,128,item.gold_mana,Gold Mana,resources.mana,False,1,generated mana family,40e3997016587982b681abd1b44475d44a2e13cb974bdf20edae7dc116a88261
140,14,0,0,1792,128,128,item.mythril_mana,Mythril Mana,resources.mana,False,1,generated mana family,a40fe287d3145a97f357a7e624dfef52d09b523a697262ebf1abd46f33bd75f7
141,14,1,128,1792,128,128,item.starsteel_mana,Starsteel Mana,resources.mana,False,1,generated mana family,bf2261b485fc18367dd80683f8e1841eb764a5a42c6d8456d47ee65009501c83
142,14,2,256,1792,128,128,item.obsidian_mana,Obsidian Mana,resources.mana,False,1,generated mana family,6b96251e768422fdaedfa463ef8c45f9787b8426aae5848c40382e5fd5c84847
143,14,3,384,1792,128,128,item.runite_mana,Runite Mana,resources.mana,False,1,generated mana family,cc487698dc0a631fcc1512fb1f3501ff057b25542b4be6c288367ce4b759a9c6
144,14,4,512,1792,128,128,item.dragonsteel_mana,Dragonsteel Mana,resources.mana,False,1,generated mana family,db0366e6ba27207bdb16f3f9196ae68c241373fb935c5c8c1f4c5c0a3973c17d
